date,region,prediction_confirmed,prediction_deaths
2020-06-03,RU-TUL,9857,893
2020-06-04,RU-TUL,10204,924
2020-06-05,RU-TUL,10568,951
2020-06-06,RU-TUL,10953,976
2020-06-07,RU-TUL,11367,997
2020-06-08,RU-TUL,11814,1014
2020-06-09,RU-TUL,12304,1028
2020-06-10,RU-TUL,12846,1037
2020-06-11,RU-TUL,13449,1041
2020-06-12,RU-TUL,14125,1041
2020-06-13,RU-TUL,14886,1041
2020-06-14,RU-TUL,15733,1041
2020-06-15,RU-TUL,16689,1041
2020-06-16,RU-TUL,17780,1041
2020-06-17,RU-TUL,19035,1041
2020-06-18,RU-TUL,20476,1041
2020-06-19,RU-TUL,22125,1042
2020-06-20,RU-TUL,23995,1045
2020-06-21,RU-TUL,26100,1054
2020-06-22,RU-TUL,28433,1067
2020-06-23,RU-TUL,31011,1086
2020-06-24,RU-TUL,33880,1112
2020-06-25,RU-TUL,37070,1148
2020-06-26,RU-TUL,40609,1195
2020-06-27,RU-TUL,44518,1257
2020-06-28,RU-TUL,48818,1335
2020-06-29,RU-TUL,53521,1432
2020-06-30,RU-TUL,58645,1551
2020-07-01,RU-TUL,64224,1696
2020-07-02,RU-TUL,70292,1868
2020-07-03,RU-TUL,76873,2074
2020-07-04,RU-TUL,83989,2315
2020-07-05,RU-TUL,91657,2597
2020-07-06,RU-TUL,99893,2923
2020-07-07,RU-TUL,108714,3298
2020-07-08,RU-TUL,118139,3726
2020-07-09,RU-TUL,128185,4212
2020-07-10,RU-TUL,138864,4760
2020-07-11,RU-TUL,150181,5374
2020-07-12,RU-TUL,162141,6061
2020-07-13,RU-TUL,174744,6822
2020-07-14,RU-TUL,187988,7664
2020-07-15,RU-TUL,201867,8589
2020-07-16,RU-TUL,216373,9601
2020-07-17,RU-TUL,231490,10705
2020-07-18,RU-TUL,247199,11901
2020-07-19,RU-TUL,263477,13193
2020-07-20,RU-TUL,280299,14582
2020-07-21,RU-TUL,297636,16068
2020-07-22,RU-TUL,315455,17652
2020-07-23,RU-TUL,333721,19333
2020-07-24,RU-TUL,352396,21109
2020-07-25,RU-TUL,371441,22976
2020-07-26,RU-TUL,390820,24930
2020-07-27,RU-TUL,410494,26966
2020-07-28,RU-TUL,430431,29077
2020-07-29,RU-TUL,450599,31255
2020-07-30,RU-TUL,470975,33491
2020-07-31,RU-TUL,491540,35772
2020-08-01,RU-TUL,512288,38089
2020-08-02,RU-TUL,533224,40425
2020-08-03,RU-TUL,554372,42767
2020-08-04,RU-TUL,575769,45098
2020-08-05,RU-TUL,597475,47401
2020-08-06,RU-TUL,619576,49657
2020-08-07,RU-TUL,642183,51848
2020-08-08,RU-TUL,665441,53952
2020-08-09,RU-TUL,689530,55952
2020-08-10,RU-TUL,714670,57825
2020-08-11,RU-TUL,741124,59553
2020-08-12,RU-TUL,769202,61117
2020-08-13,RU-TUL,799267,62498
2020-08-14,RU-TUL,831739,63681
2020-08-15,RU-TUL,867097,64651
2020-08-16,RU-TUL,905885,65400
2020-08-17,RU-TUL,948715,65918
2020-08-18,RU-TUL,996270,66204
2020-08-19,RU-TUL,1049308,66259
2020-08-20,RU-TUL,1108665,66259
2020-08-21,RU-TUL,1174746,66259
2020-08-22,RU-TUL,1248669,66259
2020-08-23,RU-TUL,1331937,66259
2020-08-24,RU-TUL,1426263,66259
2020-08-25,RU-TUL,1466025,66286
2020-08-26,RU-TUL,1466025,66428
2020-08-27,RU-TUL,1466025,66428
2020-08-28,RU-TUL,1466025,66800
2020-08-29,RU-TUL,1466025,67573
2020-08-30,RU-TUL,1466025,68112
2020-08-31,RU-TUL,1466025,68546
2020-09-01,RU-TUL,1466025,68840
2020-09-02,RU-TUL,1466025,69469
2020-09-03,RU-TUL,1466025,69801
2020-09-04,RU-TUL,1466025,70213
2020-09-05,RU-TUL,1466025,70907
2020-09-06,RU-TUL,1466025,71377
2020-09-07,RU-TUL,1466025,71560
2020-09-08,RU-TUL,1466025,71791
2020-09-09,RU-TUL,1466025,71956
2020-09-10,RU-TUL,1466025,72027
2020-09-11,RU-TUL,1466025,72027
2020-09-12,RU-TUL,1466025,72027
2020-09-13,RU-TUL,1466025,72027
2020-09-14,RU-TUL,1466025,72027
2020-09-15,RU-TUL,1466025,72027
2020-09-16,RU-TUL,1466025,72027
2020-09-17,RU-TUL,1466025,72027
2020-09-18,RU-TUL,1466025,72027
2020-09-19,RU-TUL,1466025,72027
2020-09-20,RU-TUL,1466025,72027
2020-09-21,RU-TUL,1466025,72027
2020-09-22,RU-TUL,1466025,72027
2020-09-23,RU-TUL,1466025,72027
2020-09-24,RU-TUL,1466025,72027
2020-09-25,RU-TUL,1466025,72027
2020-09-26,RU-TUL,1466025,72027
2020-09-27,RU-TUL,1466025,72027
2020-09-28,RU-TUL,1466025,72027
2020-09-29,RU-TUL,1466025,72027
2020-09-30,RU-TUL,1466025,72027
2020-10-01,RU-TUL,1466025,72027
2020-10-02,RU-TUL,1466025,72027
2020-10-03,RU-TUL,1466025,72027
2020-10-04,RU-TUL,1466025,72027
2020-10-05,RU-TUL,1466025,72027
2020-10-06,RU-TUL,1466025,72027
2020-10-07,RU-TUL,1466025,72027
2020-10-08,RU-TUL,1466025,72027
2020-10-09,RU-TUL,1466025,72027
2020-10-10,RU-TUL,1466025,72027
2020-10-11,RU-TUL,1466025,72027
2020-10-12,RU-TUL,1466025,72027
2020-10-13,RU-TUL,1466025,72027
2020-10-14,RU-TUL,1466025,72027
2020-10-15,RU-TUL,1466025,72027
2020-10-16,RU-TUL,1466025,72027
2020-10-17,RU-TUL,1466025,72027
2020-10-18,RU-TUL,1466025,72027
2020-10-19,RU-TUL,1466025,72027
2020-10-20,RU-TUL,1466025,72027
2020-10-21,RU-TUL,1466025,72027
2020-10-22,RU-TUL,1466025,72027
2020-10-23,RU-TUL,1466025,72027
2020-10-24,RU-TUL,1466025,72027
2020-10-25,RU-TUL,1466025,72027
2020-10-26,RU-TUL,1466025,72027
2020-10-27,RU-TUL,1466025,72027
2020-10-28,RU-TUL,1466025,72027
2020-10-29,RU-TUL,1466025,72027
2020-10-30,RU-TUL,1466025,72027
2020-10-31,RU-TUL,1466025,72027
2020-11-01,RU-TUL,1466025,72027
2020-11-02,RU-TUL,1466025,72027
2020-11-03,RU-TUL,1466025,72027
2020-11-04,RU-TUL,1466025,72027
2020-11-05,RU-TUL,1466025,72027
2020-11-06,RU-TUL,1466025,72027
2020-11-07,RU-TUL,1466025,72027
2020-11-08,RU-TUL,1466025,72027
2020-11-09,RU-TUL,1466025,72027
2020-11-10,RU-TUL,1466025,72027
2020-11-11,RU-TUL,1466025,72027
2020-11-12,RU-TUL,1466025,72027
2020-11-13,RU-TUL,1466025,72027
2020-11-14,RU-TUL,1466025,72027
2020-11-15,RU-TUL,1466025,72027
2020-11-16,RU-TUL,1466025,72027
2020-11-17,RU-TUL,1466025,72027
2020-11-18,RU-TUL,1466025,72027
2020-11-19,RU-TUL,1466025,72027
2020-11-20,RU-TUL,1466025,72027
2020-11-21,RU-TUL,1466025,72027
2020-11-22,RU-TUL,1466025,72027
2020-11-23,RU-TUL,1466025,72027
2020-11-24,RU-TUL,1466025,72027
2020-11-25,RU-TUL,1466025,72027
2020-11-26,RU-TUL,1466025,72027
2020-11-27,RU-TUL,1466025,72027
2020-11-28,RU-TUL,1466025,72027
2020-11-29,RU-TUL,1466025,72027
2020-11-30,RU-TUL,1466025,72027
2020-12-01,RU-TUL,1466025,72027
2020-12-02,RU-TUL,1466025,72027
2020-12-03,RU-TUL,1466025,72027
2020-12-04,RU-TUL,1466025,72027
2020-12-05,RU-TUL,1466025,72027
2020-12-06,RU-TUL,1466025,72027
2020-12-07,RU-TUL,1466025,72027
2020-12-08,RU-TUL,1466025,72027
2020-12-09,RU-TUL,1466025,72027
2020-12-10,RU-TUL,1466025,72027
2020-12-11,RU-TUL,1466025,72027
2020-12-12,RU-TUL,1466025,72027
2020-12-13,RU-TUL,1466025,72027
2020-12-14,RU-TUL,1466025,72027
2020-12-15,RU-TUL,1466025,72027
2020-12-16,RU-TUL,1466025,72027
2020-12-17,RU-TUL,1466025,72027
2020-12-18,RU-TUL,1466025,72027
2020-12-19,RU-TUL,1466025,72027
2020-12-20,RU-TUL,1466025,72027
2020-12-21,RU-TUL,1466025,72027
2020-12-22,RU-TUL,1466025,72027
2020-12-23,RU-TUL,1466025,72027
2020-12-24,RU-TUL,1466025,72027
2020-12-25,RU-TUL,1466025,72027
2020-12-26,RU-TUL,1466025,72027
2020-12-27,RU-TUL,1466025,72027
2020-12-28,RU-TUL,1466025,72027
2020-12-29,RU-TUL,1466025,72027
2020-12-30,RU-TUL,1466025,72027
2020-12-31,RU-TUL,1466025,72027
2020-04-19,RU-TYU,227,2
2020-04-20,RU-TYU,274,3
2020-04-21,RU-TYU,321,3
2020-04-22,RU-TYU,379,4
2020-04-23,RU-TYU,450,6
2020-04-24,RU-TYU,523,8
2020-04-25,RU-TYU,606,10
2020-04-26,RU-TYU,691,12
2020-04-27,RU-TYU,789,15
2020-04-28,RU-TYU,899,18
2020-04-29,RU-TYU,1013,23
2020-04-30,RU-TYU,1143,28
2020-05-01,RU-TYU,1283,33
2020-05-02,RU-TYU,1431,40
2020-05-03,RU-TYU,1590,47
2020-05-04,RU-TYU,1762,56
2020-05-05,RU-TYU,1947,66
2020-05-06,RU-TYU,2145,77
2020-05-07,RU-TYU,2354,89
2020-05-08,RU-TYU,2576,103
2020-05-09,RU-TYU,2810,118
2020-05-10,RU-TYU,3056,135
2020-05-11,RU-TYU,3316,153
2020-05-12,RU-TYU,3589,173
2020-05-13,RU-TYU,3874,195
2020-05-14,RU-TYU,4170,218
2020-05-15,RU-TYU,4478,244
2020-05-16,RU-TYU,4797,271
2020-05-17,RU-TYU,5127,300
2020-05-18,RU-TYU,5468,331
2020-05-19,RU-TYU,5819,363
2020-05-20,RU-TYU,6179,398
2020-05-21,RU-TYU,6548,434
2020-05-22,RU-TYU,6925,472
2020-05-23,RU-TYU,7310,512
2020-05-24,RU-TYU,7703,552
2020-05-25,RU-TYU,8103,594
2020-05-26,RU-TYU,8511,638
2020-05-27,RU-TYU,8926,682
2020-05-28,RU-TYU,9348,726
2020-05-29,RU-TYU,9779,771
2020-05-30,RU-TYU,10219,816
2020-05-31,RU-TYU,10669,861
2020-06-01,RU-TYU,11132,906
2020-06-02,RU-TYU,11610,950
2020-06-03,RU-TYU,12105,992
2020-06-04,RU-TYU,12621,1033
2020-06-05,RU-TYU,13162,1072
2020-06-06,RU-TYU,13734,1109
2020-06-07,RU-TYU,14341,1144
2020-06-08,RU-TYU,14992,1176
2020-06-09,RU-TYU,15693,1205
2020-06-10,RU-TYU,16454,1230
2020-06-11,RU-TYU,17285,1253
2020-06-12,RU-TYU,18198,1271
2020-06-13,RU-TYU,19204,1286
2020-06-14,RU-TYU,20318,1298
2020-06-15,RU-TYU,21557,1306
2020-06-16,RU-TYU,22935,1311
2020-06-17,RU-TYU,24473,1314
2020-06-18,RU-TYU,26190,1314
2020-06-19,RU-TYU,28107,1314
2020-06-20,RU-TYU,30246,1314
2020-06-21,RU-TYU,32633,1315
2020-06-22,RU-TYU,35297,1318
2020-06-23,RU-TYU,38264,1325
2020-06-24,RU-TYU,41562,1338
2020-06-25,RU-TYU,45221,1359
2020-06-26,RU-TYU,49271,1391
2020-06-27,RU-TYU,53744,1436
2020-06-28,RU-TYU,58668,1497
2020-06-29,RU-TYU,64078,1578
2020-06-30,RU-TYU,70012,1681
2020-07-01,RU-TYU,76503,1812
2020-07-02,RU-TYU,83579,1975
2020-07-03,RU-TYU,91275,2174
2020-07-04,RU-TYU,99620,2413
2020-07-05,RU-TYU,108643,2699
2020-07-06,RU-TYU,118373,3037
2020-07-07,RU-TYU,128838,3432
2020-07-08,RU-TYU,140060,3890
2020-07-09,RU-TYU,152060,4417
2020-07-10,RU-TYU,164852,5020
2020-07-11,RU-TYU,178451,5704
2020-07-12,RU-TYU,192863,6476
2020-07-13,RU-TYU,208094,7342
2020-07-14,RU-TYU,224141,8308
2020-07-15,RU-TYU,240999,9379
2020-07-16,RU-TYU,258654,10561
2020-07-17,RU-TYU,277087,11859
2020-07-18,RU-TYU,296273,13278
2020-07-19,RU-TYU,316183,14820
2020-07-20,RU-TYU,336778,16489
2020-07-21,RU-TYU,358017,18287
2020-07-22,RU-TYU,379851,20215
2020-07-23,RU-TYU,402226,22272
2020-07-24,RU-TYU,425085,24458
2020-07-25,RU-TYU,448367,26769
2020-07-26,RU-TYU,472007,29202
2020-07-27,RU-TYU,495942,31749
2020-07-28,RU-TYU,520105,34404
2020-07-29,RU-TYU,544435,37156
2020-07-30,RU-TYU,568872,39995
2020-07-31,RU-TYU,593366,42906
2020-08-01,RU-TYU,617874,45874
2020-08-02,RU-TYU,642365,48882
2020-08-03,RU-TYU,666823,51911
2020-08-04,RU-TYU,691254,54938
2020-08-05,RU-TYU,715684,57940
2020-08-06,RU-TYU,740165,60893
2020-08-07,RU-TYU,764785,63770
2020-08-08,RU-TYU,789664,66542
2020-08-09,RU-TYU,814966,69182
2020-08-10,RU-TYU,840900,71659
2020-08-11,RU-TYU,867728,73944
2020-08-12,RU-TYU,895769,76008
2020-08-13,RU-TYU,925407,77821
2020-08-14,RU-TYU,957094,79356
2020-08-15,RU-TYU,991357,80589
2020-08-16,RU-TYU,1028803,81496
2020-08-17,RU-TYU,1070127,82059
2020-08-18,RU-TYU,1116115,82264
2020-08-19,RU-TYU,1167647,82264
2020-08-20,RU-TYU,1225215,82264
2020-08-21,RU-TYU,1289506,82264
2020-08-22,RU-TYU,1362322,82264
2020-08-23,RU-TYU,1445779,82264
2020-08-24,RU-TYU,1541884,82264
2020-08-25,RU-TYU,1652278,82264
2020-08-26,RU-TYU,1778388,82366
2020-08-27,RU-TYU,1921164,82725
2020-08-28,RU-TYU,2080884,83413
2020-08-29,RU-TYU,2257593,84458
2020-08-30,RU-TYU,2453448,85968
2020-08-31,RU-TYU,2671439,88060
2020-09-01,RU-TYU,2913740,90864
2020-09-02,RU-TYU,3182182,94558
2020-09-03,RU-TYU,3478462,99337
2020-09-04,RU-TYU,3755778,105382
2020-09-05,RU-TYU,3755778,112857
2020-09-06,RU-TYU,3755778,121671
2020-09-07,RU-TYU,3755778,130849
2020-09-08,RU-TYU,3755778,143491
2020-09-09,RU-TYU,3755778,157219
2020-09-10,RU-TYU,3755778,170949
2020-09-11,RU-TYU,3755778,185941
2020-09-12,RU-TYU,3755778,201456
2020-09-13,RU-TYU,3755778,219445
2020-09-14,RU-TYU,3755778,235720
2020-09-15,RU-TYU,3755778,254866
2020-09-16,RU-TYU,3755778,274258
2020-09-17,RU-TYU,3755778,293072
2020-09-18,RU-TYU,3755778,311596
2020-09-19,RU-TYU,3755778,330760
2020-09-20,RU-TYU,3755778,349017
2020-09-21,RU-TYU,3755778,366844
2020-09-22,RU-TYU,3755778,383344
2020-09-23,RU-TYU,3755778,399473
2020-09-24,RU-TYU,3755778,413351
2020-09-25,RU-TYU,3755778,425085
2020-09-26,RU-TYU,3755778,435219
2020-09-27,RU-TYU,3755778,443061
2020-09-28,RU-TYU,3755778,447741
2020-09-29,RU-TYU,3755778,449732
2020-09-30,RU-TYU,3755778,449732
2020-10-01,RU-TYU,3755778,449732
2020-10-02,RU-TYU,3755778,449732
2020-10-03,RU-TYU,3755778,449732
2020-10-04,RU-TYU,3755778,449732
2020-10-05,RU-TYU,3755778,449732
2020-10-06,RU-TYU,3755778,449732
2020-10-07,RU-TYU,3755778,449732
2020-10-08,RU-TYU,3755778,449732
2020-10-09,RU-TYU,3755778,449732
2020-10-10,RU-TYU,3755778,449732
2020-10-11,RU-TYU,3755778,449732
2020-10-12,RU-TYU,3755778,449732
2020-10-13,RU-TYU,3755778,449732
2020-10-14,RU-TYU,3755778,449732
2020-10-15,RU-TYU,3755778,449732
2020-10-16,RU-TYU,3755778,449732
2020-10-17,RU-TYU,3755778,449732
2020-10-18,RU-TYU,3755778,449732
2020-10-19,RU-TYU,3755778,449732
2020-10-20,RU-TYU,3755778,449732
2020-10-21,RU-TYU,3755778,449732
2020-10-22,RU-TYU,3755778,449732
2020-10-23,RU-TYU,3755778,449732
2020-10-24,RU-TYU,3755778,449732
2020-10-25,RU-TYU,3755778,449732
2020-10-26,RU-TYU,3755778,449732
2020-10-27,RU-TYU,3755778,449732
2020-10-28,RU-TYU,3755778,449732
2020-10-29,RU-TYU,3755778,449732
2020-10-30,RU-TYU,3755778,449732
2020-10-31,RU-TYU,3755778,449732
2020-11-01,RU-TYU,3755778,449732
2020-11-02,RU-TYU,3755778,449732
2020-11-03,RU-TYU,3755778,449732
2020-11-04,RU-TYU,3755778,449732
2020-11-05,RU-TYU,3755778,449732
2020-11-06,RU-TYU,3755778,449732
2020-11-07,RU-TYU,3755778,449732
2020-11-08,RU-TYU,3755778,449732
2020-11-09,RU-TYU,3755778,449732
2020-11-10,RU-TYU,3755778,449732
2020-11-11,RU-TYU,3755778,449732
2020-11-12,RU-TYU,3755778,449732
2020-11-13,RU-TYU,3755778,449732
2020-11-14,RU-TYU,3755778,449732
2020-11-15,RU-TYU,3755778,449732
2020-11-16,RU-TYU,3755778,449732
2020-11-17,RU-TYU,3755778,449732
2020-11-18,RU-TYU,3755778,449732
2020-11-19,RU-TYU,3755778,449732
2020-11-20,RU-TYU,3755778,449732
2020-11-21,RU-TYU,3755778,449732
2020-11-22,RU-TYU,3755778,449732
2020-11-23,RU-TYU,3755778,449732
2020-11-24,RU-TYU,3755778,449732
2020-11-25,RU-TYU,3755778,449732
2020-11-26,RU-TYU,3755778,449732
2020-11-27,RU-TYU,3755778,449732
2020-11-28,RU-TYU,3755778,449732
2020-11-29,RU-TYU,3755778,449732
2020-11-30,RU-TYU,3755778,449732
2020-12-01,RU-TYU,3755778,449732
2020-12-02,RU-TYU,3755778,449732
2020-12-03,RU-TYU,3755778,449732
2020-12-04,RU-TYU,3755778,449732
2020-12-05,RU-TYU,3755778,449732
2020-12-06,RU-TYU,3755778,449732
2020-12-07,RU-TYU,3755778,449732
2020-12-08,RU-TYU,3755778,449732
2020-12-09,RU-TYU,3755778,449732
2020-12-10,RU-TYU,3755778,449732
2020-12-11,RU-TYU,3755778,449732
2020-12-12,RU-TYU,3755778,449732
2020-12-13,RU-TYU,3755778,449732
2020-12-14,RU-TYU,3755778,449732
2020-12-15,RU-TYU,3755778,449732
2020-12-16,RU-TYU,3755778,449732
2020-12-17,RU-TYU,3755778,449732
2020-12-18,RU-TYU,3755778,449732
2020-12-19,RU-TYU,3755778,449732
2020-12-20,RU-TYU,3755778,449732
2020-12-21,RU-TYU,3755778,449732
2020-12-22,RU-TYU,3755778,449732
2020-12-23,RU-TYU,3755778,449732
2020-12-24,RU-TYU,3755778,449732
2020-12-25,RU-TYU,3755778,449732
2020-12-26,RU-TYU,3755778,449732
2020-12-27,RU-TYU,3755778,449732
2020-12-28,RU-TYU,3755778,449732
2020-12-29,RU-TYU,3755778,449732
2020-12-30,RU-TYU,3755778,449732
2020-12-31,RU-TYU,3755778,449732
2020-04-19,RU-ULY,187,2
2020-04-20,RU-ULY,213,3
2020-04-21,RU-ULY,240,4
2020-04-22,RU-ULY,268,5
2020-04-23,RU-ULY,303,6
2020-04-24,RU-ULY,333,7
2020-04-25,RU-ULY,375,9
2020-04-26,RU-ULY,419,11
2020-04-27,RU-ULY,470,13
2020-04-28,RU-ULY,526,16
2020-04-29,RU-ULY,583,19
2020-04-30,RU-ULY,644,23
2020-05-01,RU-ULY,710,26
2020-05-02,RU-ULY,781,31
2020-05-03,RU-ULY,859,35
2020-05-04,RU-ULY,943,41
2020-05-05,RU-ULY,1032,47
2020-05-06,RU-ULY,1127,53
2020-05-07,RU-ULY,1225,61
2020-05-08,RU-ULY,1330,68
2020-05-09,RU-ULY,1441,77
2020-05-10,RU-ULY,1558,86
2020-05-11,RU-ULY,1680,96
2020-05-12,RU-ULY,1808,107
2020-05-13,RU-ULY,1942,118
2020-05-14,RU-ULY,2081,131
2020-05-15,RU-ULY,2225,144
2020-05-16,RU-ULY,2375,157
2020-05-17,RU-ULY,2531,172
2020-05-18,RU-ULY,2692,187
2020-05-19,RU-ULY,2858,203
2020-05-20,RU-ULY,3030,219
2020-05-21,RU-ULY,3208,236
2020-05-22,RU-ULY,3391,253
2020-05-23,RU-ULY,3581,271
2020-05-24,RU-ULY,3778,290
2020-05-25,RU-ULY,3981,308
2020-05-26,RU-ULY,4192,327
2020-05-27,RU-ULY,4411,346
2020-05-28,RU-ULY,4640,365
2020-05-29,RU-ULY,4880,384
2020-05-30,RU-ULY,5131,403
2020-05-31,RU-ULY,5396,422
2020-06-01,RU-ULY,5677,440
2020-06-02,RU-ULY,5975,458
2020-06-03,RU-ULY,6294,475
2020-06-04,RU-ULY,6636,492
2020-06-05,RU-ULY,7005,508
2020-06-06,RU-ULY,7404,523
2020-06-07,RU-ULY,7839,537
2020-06-08,RU-ULY,8312,551
2020-06-09,RU-ULY,8830,564
2020-06-10,RU-ULY,9398,576
2020-06-11,RU-ULY,10023,588
2020-06-12,RU-ULY,10712,599
2020-06-13,RU-ULY,11471,611
2020-06-14,RU-ULY,12309,622
2020-06-15,RU-ULY,13234,634
2020-06-16,RU-ULY,14256,646
2020-06-17,RU-ULY,15385,660
2020-06-18,RU-ULY,16630,676
2020-06-19,RU-ULY,18002,694
2020-06-20,RU-ULY,19514,715
2020-06-21,RU-ULY,21177,740
2020-06-22,RU-ULY,23002,771
2020-06-23,RU-ULY,25004,808
2020-06-24,RU-ULY,27194,851
2020-06-25,RU-ULY,29587,904
2020-06-26,RU-ULY,32195,966
2020-06-27,RU-ULY,35032,1040
2020-06-28,RU-ULY,38112,1127
2020-06-29,RU-ULY,41448,1230
2020-06-30,RU-ULY,45053,1348
2020-07-01,RU-ULY,48939,1486
2020-07-02,RU-ULY,53120,1645
2020-07-03,RU-ULY,57605,1826
2020-07-04,RU-ULY,62407,2033
2020-07-05,RU-ULY,67534,2268
2020-07-06,RU-ULY,72996,2532
2020-07-07,RU-ULY,78800,2829
2020-07-08,RU-ULY,84951,3160
2020-07-09,RU-ULY,91455,3529
2020-07-10,RU-ULY,98314,3936
2020-07-11,RU-ULY,105529,4386
2020-07-12,RU-ULY,113100,4879
2020-07-13,RU-ULY,121025,5417
2020-07-14,RU-ULY,129299,6003
2020-07-15,RU-ULY,137915,6637
2020-07-16,RU-ULY,146867,7322
2020-07-17,RU-ULY,156143,8058
2020-07-18,RU-ULY,165734,8845
2020-07-19,RU-ULY,175625,9684
2020-07-20,RU-ULY,185805,10575
2020-07-21,RU-ULY,196257,11517
2020-07-22,RU-ULY,206968,12508
2020-07-23,RU-ULY,217923,13546
2020-07-24,RU-ULY,229109,14630
2020-07-25,RU-ULY,240512,15756
2020-07-26,RU-ULY,252124,16921
2020-07-27,RU-ULY,263938,18119
2020-07-28,RU-ULY,275950,19347
2020-07-29,RU-ULY,288164,20597
2020-07-30,RU-ULY,300590,21865
2020-07-31,RU-ULY,313245,23142
2020-08-01,RU-ULY,326154,24421
2020-08-02,RU-ULY,339357,25693
2020-08-03,RU-ULY,352902,26951
2020-08-04,RU-ULY,366856,28185
2020-08-05,RU-ULY,381298,29385
2020-08-06,RU-ULY,396328,30543
2020-08-07,RU-ULY,412065,31648
2020-08-08,RU-ULY,428651,32692
2020-08-09,RU-ULY,446253,33665
2020-08-10,RU-ULY,465062,34560
2020-08-11,RU-ULY,485302,35369
2020-08-12,RU-ULY,507224,36085
2020-08-13,RU-ULY,531115,36705
2020-08-14,RU-ULY,557293,37225
2020-08-15,RU-ULY,586118,37645
2020-08-16,RU-ULY,617983,37967
2020-08-17,RU-ULY,653326,38195
2020-08-18,RU-ULY,692621,38339
2020-08-19,RU-ULY,736389,38410
2020-08-20,RU-ULY,785189,38425
2020-08-21,RU-ULY,839626,38425
2020-08-22,RU-ULY,900288,38425
2020-08-23,RU-ULY,967927,38449
2020-08-24,RU-ULY,1043316,38544
2020-08-25,RU-ULY,1127210,38753
2020-08-26,RU-ULY,1220391,39128
2020-08-27,RU-ULY,1229687,39733
2020-08-28,RU-ULY,1229687,40626
2020-08-29,RU-ULY,1229687,41346
2020-08-30,RU-ULY,1229687,42901
2020-08-31,RU-ULY,1229687,44754
2020-09-01,RU-ULY,1229687,46442
2020-09-02,RU-ULY,1229687,48376
2020-09-03,RU-ULY,1229687,50267
2020-09-04,RU-ULY,1229687,52947
2020-09-05,RU-ULY,1229687,54993
2020-09-06,RU-ULY,1229687,57790
2020-09-07,RU-ULY,1229687,60773
2020-09-08,RU-ULY,1229687,63632
2020-09-09,RU-ULY,1229687,66400
2020-09-10,RU-ULY,1229687,69484
2020-09-11,RU-ULY,1229687,72458
2020-09-12,RU-ULY,1229687,75502
2020-09-13,RU-ULY,1229687,78337
2020-09-14,RU-ULY,1229687,81357
2020-09-15,RU-ULY,1229687,84069
2020-09-16,RU-ULY,1229687,86452
2020-09-17,RU-ULY,1229687,88741
2020-09-18,RU-ULY,1229687,90835
2020-09-19,RU-ULY,1229687,92458
2020-09-20,RU-ULY,1229687,93786
2020-09-21,RU-ULY,1229687,94706
2020-09-22,RU-ULY,1229687,95163
2020-09-23,RU-ULY,1229687,95163
2020-09-24,RU-ULY,1229687,95163
2020-09-25,RU-ULY,1229687,95163
2020-09-26,RU-ULY,1229687,95163
2020-09-27,RU-ULY,1229687,95163
2020-09-28,RU-ULY,1229687,95163
2020-09-29,RU-ULY,1229687,95163
2020-09-30,RU-ULY,1229687,95163
2020-10-01,RU-ULY,1229687,95163
2020-10-02,RU-ULY,1229687,95163
2020-10-03,RU-ULY,1229687,95163
2020-10-04,RU-ULY,1229687,95163
2020-10-05,RU-ULY,1229687,95163
2020-10-06,RU-ULY,1229687,95163
2020-10-07,RU-ULY,1229687,95163
2020-10-08,RU-ULY,1229687,95163
2020-10-09,RU-ULY,1229687,95163
2020-10-10,RU-ULY,1229687,95163
2020-10-11,RU-ULY,1229687,95163
2020-10-12,RU-ULY,1229687,95163
2020-10-13,RU-ULY,1229687,95163
2020-10-14,RU-ULY,1229687,95163
2020-10-15,RU-ULY,1229687,95163
2020-10-16,RU-ULY,1229687,95163
2020-10-17,RU-ULY,1229687,95163
2020-10-18,RU-ULY,1229687,95163
2020-10-19,RU-ULY,1229687,95163
2020-10-20,RU-ULY,1229687,95163
2020-10-21,RU-ULY,1229687,95163
2020-10-22,RU-ULY,1229687,95163
2020-10-23,RU-ULY,1229687,95163
2020-10-24,RU-ULY,1229687,95163
2020-10-25,RU-ULY,1229687,95163
2020-10-26,RU-ULY,1229687,95163
2020-10-27,RU-ULY,1229687,95163
2020-10-28,RU-ULY,1229687,95163
2020-10-29,RU-ULY,1229687,95163
2020-10-30,RU-ULY,1229687,95163
2020-10-31,RU-ULY,1229687,95163
2020-11-01,RU-ULY,1229687,95163
2020-11-02,RU-ULY,1229687,95163
2020-11-03,RU-ULY,1229687,95163
2020-11-04,RU-ULY,1229687,95163
2020-11-05,RU-ULY,1229687,95163
2020-11-06,RU-ULY,1229687,95163
2020-11-07,RU-ULY,1229687,95163
2020-11-08,RU-ULY,1229687,95163
2020-11-09,RU-ULY,1229687,95163
2020-11-10,RU-ULY,1229687,95163
2020-11-11,RU-ULY,1229687,95163
2020-11-12,RU-ULY,1229687,95163
2020-11-13,RU-ULY,1229687,95163
2020-11-14,RU-ULY,1229687,95163
2020-11-15,RU-ULY,1229687,95163
2020-11-16,RU-ULY,1229687,95163
2020-11-17,RU-ULY,1229687,95163
2020-11-18,RU-ULY,1229687,95163
2020-11-19,RU-ULY,1229687,95163
2020-11-20,RU-ULY,1229687,95163
2020-11-21,RU-ULY,1229687,95163
2020-11-22,RU-ULY,1229687,95163
2020-11-23,RU-ULY,1229687,95163
